Ordem;NroProcessoPI;Titular;CNPJ-Titular;CNPJ(ID Alternativo);IFES titular;Qtde de empregados;Natureza do Titular;Tipo do Titular;Tamanho do Titular;Esfera;Região;Seção;Descr.Seção;Divisão;Descr.Divisão;Ano requerimento;Ano 1º TT
14251;BR5120160016973;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14252;BR5120160016981;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14253;BR5120170003866;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14254;BR5120170003858;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14255;BR5120170011990;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14256;BR5120170012008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14257;BR5120170011966;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14258;BR5120170012024;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14259;BR5120170012016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14260;BR5120170011931;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14261;BR5120170011982;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14262;BR5120170011958;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14263;BR5120170011940;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14264;BR5120170011974;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14265;BR5120170011923;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2017;Não TT
14266;BR5120180009336;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14267;BR5120180009379;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14268;BR5120180009522;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14269;BR5120180010636;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14270;BR5120180010865;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14271;BR5120180010873;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14272;BR5120180010881;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14273;BR5120180010911;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14274;BR5120180010970;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14275;5120180011241;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14276;5120180011357;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14277;5120180011594;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14278;5120180011705;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14279;5120180011721;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14280;5120180011756;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14281;5120180013155;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14282;5120180013198;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14283;5120180013287;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14284;5120180013295;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14285;5120180013775;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14286;5120180014950;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14287;5120180515681;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14288;5120180518796;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14289;5120180519601;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;Não TT
14290;5120190000340;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14291;5120190000676;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14292;5120190002210;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14293;5120190002407;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14294;5120190004108;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14295;5120190007611;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14296;5120190009649;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14297;5120190009681;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14298;5120190009690;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14299;5120190009720;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14300;5120190009762;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14301;5120190013409;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14302;5120190013417;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14303;5120190014456;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14304;5120190018354;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14305;5120190020030;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14306;5120190023986;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14307;5120190023935;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14308;5120190024001;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14309;5120190024010;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14310;5120190028023;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14311;5120190028031;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14312;5120190028040;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14313;5120200003664;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14314;5120200007376;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14315;5120200008437;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14316;5120200008674;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14317;5120200018793;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14318;5120200018807;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14319;5120200018815;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14320;5120200021611;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14321;5120200022251;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14322;5120200023150;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14323;5120200025064;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2020;Não TT
14324;5120210000021;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14325;5120210004264;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14326;218060004392000;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2000;2009
14327;218060004062002;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2002;2009
14328;218060000652011;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;2009
14329;218060002492016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14330;218060002502016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14331;218060001152016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14332;218060001162016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14333;218060001172016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14334;218060001182016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14335;218060001192016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14336;218060001202016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14337;218060001212016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14338;218060001222016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;2019
14339;218060008772003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2005
14340;218060011622003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2005
14341;218060011632003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2005
14342;218060008302001;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;2002
14343;218060008312001;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;2002
14344;218060008322001;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2001;2002
14345;218060000342003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2003
14346;218060000352003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2003
14347;218060000362003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2003
14348;218060000372003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2003
14349;218060000392003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2003
14350;218060005452004;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2004;2003
14351;218060005462004;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2004;2003
14352;218060005472004;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2004;2003
14353;218060001812007;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14354;218060001902008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14355;218060001912008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14356;218060001802007;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14357;218060001782007;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14358;218060001922008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14359;218060001772007;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14360;218060001932008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14361;218060001892008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14362;218060002042018;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;2015
14363;218060002052018;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2018;2015
14364;218060011642003;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;Não TT
14365;218060007042005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2003;2008
14366;218060000932011;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14367;218060001372007;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14368;218060000072007;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2007;Não TT
14369;218060001632011;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14370;218060001642011;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14371;218060000702016;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14372;218060001982011;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14373;218060004342005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14374;218060004312005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14375;218060004322005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14376;218060001822008;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14377;218060004332005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14378;218060004352005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2006;Não TT
14379;BR5120190028805;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2019;Não TT
14380;27607;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14381;47011;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14382;28129;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14383;28128;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14384;33555;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2015;Não TT
14385;27606;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2011;Não TT
14386;47010;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2021;Não TT
14387;20130005;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14388;20160245;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2016;Não TT
14389;20120179;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14390;20120198;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
14391;20090036;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14392;20090072;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2008;Não TT
14393;20120178;UFV;25.944.455/0001-96;UFV;UFV;Universidade;Pública;Universidade;Não se aplica;Federal;Sudeste;P;EDUCAÇÃO;85;EDUCAÇÃO;2012;Não TT
